id_nota,nota,fecha_registro,id_postulante,id_docente,id_materia,id_examen
273,88.00,"2024-09-20 10:00:00",63,21,3,3
274,54.00,"2024-09-20 10:00:00",63,27,4,1
275,41.00,"2024-09-20 10:00:00",63,27,4,2
276,46.00,"2024-09-20 10:00:00",63,27,4,3
277,46.00,"2024-09-20 10:00:00",64,21,1,1
278,51.00,"2024-09-20 10:00:00",64,21,1,2
279,38.00,"2024-09-20 10:00:00",64,21,1,3
280,84.00,"2024-09-20 10:00:00",64,21,2,1
281,89.00,"2024-09-20 10:00:00",64,21,2,2
282,65.00,"2024-09-20 10:00:00",64,21,2,3
283,62.00,"2024-09-20 10:00:00",64,21,3,1
284,67.00,"2024-09-20 10:00:00",64,21,3,2
285,72.00,"2024-09-20 10:00:00",64,21,3,3
286,69.00,"2024-09-20 10:00:00",64,27,4,1
287,74.00,"2024-09-20 10:00:00",64,27,4,2
288,79.00,"2024-09-20 10:00:00",64,27,4,3
289,90.00,"2024-09-20 10:00:00",65,21,1,1
290,66.00,"2024-09-20 10:00:00",65,21,1,2
291,71.00,"2024-09-20 10:00:00",65,21,1,3
292,48.00,"2024-09-20 10:00:00",65,21,2,1
293,53.00,"2024-09-20 10:00:00",65,21,2,2
294,40.00,"2024-09-20 10:00:00",65,21,2,3
295,75.00,"2024-09-20 10:00:00",65,21,3,1
296,80.00,"2024-09-20 10:00:00",65,21,3,2
297,85.00,"2024-09-20 10:00:00",65,21,3,3
298,82.00,"2024-09-20 10:00:00",65,27,4,1
299,87.00,"2024-09-20 10:00:00",65,27,4,2
300,63.00,"2024-09-20 10:00:00",65,27,4,3
301,76.00,"2024-09-20 10:00:00",66,21,1,1
302,81.00,"2024-09-20 10:00:00",66,21,1,2
303,86.00,"2024-09-20 10:00:00",66,21,1,3
304,83.00,"2024-09-20 10:00:00",66,21,2,1
305,88.00,"2024-09-20 10:00:00",66,21,2,2
306,93.00,"2024-09-20 10:00:00",66,21,2,3
307,90.00,"2024-09-20 10:00:00",66,21,3,1
308,95.00,"2024-09-20 10:00:00",66,21,3,2
309,70.00,"2024-09-20 10:00:00",66,21,3,3
310,67.00,"2024-09-20 10:00:00",66,27,4,1
311,72.00,"2024-09-20 10:00:00",66,27,4,2
312,67.00,"2024-09-20 10:00:00",66,27,4,3
313,89.00,"2024-09-20 10:00:00",67,21,1,1
314,94.00,"2024-09-20 10:00:00",67,21,1,2
315,69.00,"2024-09-20 10:00:00",67,21,1,3
316,66.00,"2024-09-20 10:00:00",67,21,2,1
317,71.00,"2024-09-20 10:00:00",67,21,2,2
318,66.00,"2024-09-20 10:00:00",67,21,2,3
319,73.00,"2024-09-20 10:00:00",67,21,3,1
320,68.00,"2024-09-20 10:00:00",67,21,3,2
321,73.00,"2024-09-20 10:00:00",67,21,3,3
322,70.00,"2024-09-20 10:00:00",67,27,4,1
323,75.00,"2024-09-20 10:00:00",67,27,4,2
324,80.00,"2024-09-20 10:00:00",67,27,4,3
325,72.00,"2024-09-20 10:00:00",68,21,1,1
326,67.00,"2024-09-20 10:00:00",68,21,1,2
327,72.00,"2024-09-20 10:00:00",68,21,1,3
328,69.00,"2024-09-20 10:00:00",68,21,2,1
329,74.00,"2024-09-20 10:00:00",68,21,2,2
330,79.00,"2024-09-20 10:00:00",68,21,2,3
331,76.00,"2024-09-20 10:00:00",68,21,3,1
332,81.00,"2024-09-20 10:00:00",68,21,3,2
333,86.00,"2024-09-20 10:00:00",68,21,3,3
334,83.00,"2024-09-20 10:00:00",68,27,4,1
335,88.00,"2024-09-20 10:00:00",68,27,4,2
336,93.00,"2024-09-20 10:00:00",68,27,4,3
337,71.00,"2024-09-20 10:00:00",69,21,1,1
338,76.00,"2024-09-20 10:00:00",69,21,1,2
339,81.00,"2024-09-20 10:00:00",69,21,1,3
340,54.00,"2024-09-20 10:00:00",69,21,2,1
341,41.00,"2024-09-20 10:00:00",69,21,2,2
342,46.00,"2024-09-20 10:00:00",69,21,2,3
343,85.00,"2024-09-20 10:00:00",69,21,3,1
344,90.00,"2024-09-20 10:00:00",69,21,3,2
345,66.00,"2024-09-20 10:00:00",69,21,3,3
346,63.00,"2024-09-20 10:00:00",69,27,4,1
347,68.00,"2024-09-20 10:00:00",69,27,4,2
348,73.00,"2024-09-20 10:00:00",69,27,4,3
349,84.00,"2024-09-20 10:00:00",70,21,1,1
350,89.00,"2024-09-20 10:00:00",70,21,1,2
351,65.00,"2024-09-20 10:00:00",70,21,1,3
352,62.00,"2024-09-20 10:00:00",70,21,2,1
353,67.00,"2024-09-20 10:00:00",70,21,2,2
354,72.00,"2024-09-20 10:00:00",70,21,2,3
355,38.00,"2024-09-20 10:00:00",70,21,3,1
356,43.00,"2024-09-20 10:00:00",70,21,3,2
357,48.00,"2024-09-20 10:00:00",70,21,3,3
358,76.00,"2024-09-20 10:00:00",70,27,4,1
359,81.00,"2024-09-20 10:00:00",70,27,4,2
360,86.00,"2024-09-20 10:00:00",70,27,4,3
361,68.00,"2024-09-20 10:00:00",71,21,1,1
362,73.00,"2024-09-20 10:00:00",71,21,1,2
363,78.00,"2024-09-20 10:00:00",71,21,1,3
364,75.00,"2024-09-20 10:00:00",71,21,2,1
365,80.00,"2024-09-20 10:00:00",71,21,2,2
366,85.00,"2024-09-20 10:00:00",71,21,2,3
367,82.00,"2024-09-20 10:00:00",71,21,3,1
368,87.00,"2024-09-20 10:00:00",71,21,3,2
369,63.00,"2024-09-20 10:00:00",71,21,3,3
370,40.00,"2024-09-20 10:00:00",71,27,4,1
371,45.00,"2024-09-20 10:00:00",71,27,4,2
372,50.00,"2024-09-20 10:00:00",71,27,4,3
373,50.00,"2024-09-20 10:00:00",72,21,1,1
374,55.00,"2024-09-20 10:00:00",72,21,1,2
375,42.00,"2024-09-20 10:00:00",72,21,1,3
376,88.00,"2024-09-20 10:00:00",72,21,2,1
377,64.00,"2024-09-20 10:00:00",72,21,2,2
378,69.00,"2024-09-20 10:00:00",72,21,2,3
379,66.00,"2024-09-20 10:00:00",72,21,3,1
380,71.00,"2024-09-20 10:00:00",72,21,3,2
381,76.00,"2024-09-20 10:00:00",72,21,3,3
382,73.00,"2024-09-20 10:00:00",72,27,4,1
383,78.00,"2024-09-20 10:00:00",72,27,4,2
384,83.00,"2024-09-20 10:00:00",72,27,4,3
385,65.00,"2024-09-20 10:00:00",73,21,1,1
386,70.00,"2024-09-20 10:00:00",73,21,1,2
387,75.00,"2024-09-20 10:00:00",73,21,1,3
388,52.00,"2024-09-20 10:00:00",73,21,2,1
389,39.00,"2024-09-20 10:00:00",73,21,2,2
390,44.00,"2024-09-20 10:00:00",73,21,2,3
391,79.00,"2024-09-20 10:00:00",73,21,3,1
392,84.00,"2024-09-20 10:00:00",73,21,3,2
393,89.00,"2024-09-20 10:00:00",73,21,3,3
394,86.00,"2024-09-20 10:00:00",73,27,4,1
395,62.00,"2024-09-20 10:00:00",73,27,4,2
396,67.00,"2024-09-20 10:00:00",73,27,4,3
397,80.00,"2024-09-20 10:00:00",74,21,1,1
398,85.00,"2024-09-20 10:00:00",74,21,1,2
399,90.00,"2024-09-20 10:00:00",74,21,1,3
400,87.00,"2024-09-20 10:00:00",74,21,2,1
401,92.00,"2024-09-20 10:00:00",74,21,2,2
402,67.00,"2024-09-20 10:00:00",74,21,2,3
403,94.00,"2024-09-20 10:00:00",74,21,3,1
404,69.00,"2024-09-20 10:00:00",74,21,3,2
405,74.00,"2024-09-20 10:00:00",74,21,3,3
406,71.00,"2024-09-20 10:00:00",74,27,4,1
407,66.00,"2024-09-20 10:00:00",74,27,4,2
408,71.00,"2024-09-20 10:00:00",74,27,4,3
409,93.00,"2024-09-20 10:00:00",75,21,1,1
410,68.00,"2024-09-20 10:00:00",75,21,1,2
411,73.00,"2024-09-20 10:00:00",75,21,1,3
412,70.00,"2024-09-20 10:00:00",75,21,2,1
413,75.00,"2024-09-20 10:00:00",75,21,2,2
414,70.00,"2024-09-20 10:00:00",75,21,2,3
415,67.00,"2024-09-20 10:00:00",75,21,3,1
416,72.00,"2024-09-20 10:00:00",75,21,3,2
417,77.00,"2024-09-20 10:00:00",75,21,3,3
418,74.00,"2024-09-20 10:00:00",75,27,4,1
419,79.00,"2024-09-20 10:00:00",75,27,4,2
420,84.00,"2024-09-20 10:00:00",75,27,4,3
421,66.00,"2024-09-20 10:00:00",76,21,1,1
422,71.00,"2024-09-20 10:00:00",76,21,1,2
423,76.00,"2024-09-20 10:00:00",76,21,1,3
424,73.00,"2024-09-20 10:00:00",76,21,2,1
425,78.00,"2024-09-20 10:00:00",76,21,2,2
426,83.00,"2024-09-20 10:00:00",76,21,2,3
427,80.00,"2024-09-20 10:00:00",76,21,3,1
428,85.00,"2024-09-20 10:00:00",76,21,3,2
429,90.00,"2024-09-20 10:00:00",76,21,3,3
430,87.00,"2024-09-20 10:00:00",76,27,4,1
431,92.00,"2024-09-20 10:00:00",76,27,4,2
432,67.00,"2024-09-20 10:00:00",76,27,4,3
433,75.00,"2024-09-20 10:00:00",77,21,1,1
434,80.00,"2024-09-20 10:00:00",77,21,1,2
435,85.00,"2024-09-20 10:00:00",77,21,1,3
436,40.00,"2024-09-20 10:00:00",77,21,2,1
437,45.00,"2024-09-20 10:00:00",77,21,2,2
438,50.00,"2024-09-20 10:00:00",77,21,2,3
439,89.00,"2024-09-20 10:00:00",77,21,3,1
440,65.00,"2024-09-20 10:00:00",77,21,3,2
441,70.00,"2024-09-20 10:00:00",77,21,3,3
442,67.00,"2024-09-20 10:00:00",77,27,4,1
443,72.00,"2024-09-20 10:00:00",77,27,4,2
444,77.00,"2024-09-20 10:00:00",77,27,4,3
445,88.00,"2024-09-20 10:00:00",78,21,1,1
446,64.00,"2024-09-20 10:00:00",78,21,1,2
447,69.00,"2024-09-20 10:00:00",78,21,1,3
448,66.00,"2024-09-20 10:00:00",78,21,2,1
449,71.00,"2024-09-20 10:00:00",78,21,2,2
450,76.00,"2024-09-20 10:00:00",78,21,2,3
451,42.00,"2024-09-20 10:00:00",78,21,3,1
452,47.00,"2024-09-20 10:00:00",78,21,3,2
453,52.00,"2024-09-20 10:00:00",78,21,3,3
454,80.00,"2024-09-20 10:00:00",78,27,4,1
455,85.00,"2024-09-20 10:00:00",78,27,4,2
456,90.00,"2024-09-20 10:00:00",78,27,4,3
457,72.00,"2024-09-20 10:00:00",79,21,1,1
458,77.00,"2024-09-20 10:00:00",79,21,1,2
459,82.00,"2024-09-20 10:00:00",79,21,1,3
460,79.00,"2024-09-20 10:00:00",79,21,2,1
461,84.00,"2024-09-20 10:00:00",79,21,2,2
462,89.00,"2024-09-20 10:00:00",79,21,2,3
463,86.00,"2024-09-20 10:00:00",79,21,3,1
464,62.00,"2024-09-20 10:00:00",79,21,3,2
465,67.00,"2024-09-20 10:00:00",79,21,3,3
466,44.00,"2024-09-20 10:00:00",79,27,4,1
467,49.00,"2024-09-20 10:00:00",79,27,4,2
468,54.00,"2024-09-20 10:00:00",79,27,4,3
469,54.00,"2024-09-20 10:00:00",80,21,1,1
470,41.00,"2024-09-20 10:00:00",80,21,1,2
471,46.00,"2024-09-20 10:00:00",80,21,1,3
472,63.00,"2024-09-20 10:00:00",80,21,2,1
473,68.00,"2024-09-20 10:00:00",80,21,2,2
474,73.00,"2024-09-20 10:00:00",80,21,2,3
475,70.00,"2024-09-20 10:00:00",80,21,3,1
476,75.00,"2024-09-20 10:00:00",80,21,3,2
477,80.00,"2024-09-20 10:00:00",80,21,3,3
478,77.00,"2024-09-20 10:00:00",80,27,4,1
479,82.00,"2024-09-20 10:00:00",80,27,4,2
480,87.00,"2024-09-20 10:00:00",80,27,4,3
481,69.00,"2024-09-20 10:00:00",81,21,1,1
482,74.00,"2024-09-20 10:00:00",81,21,1,2
483,79.00,"2024-09-20 10:00:00",81,21,1,3
484,38.00,"2024-09-20 10:00:00",81,21,2,1
485,43.00,"2024-09-20 10:00:00",81,21,2,2
486,48.00,"2024-09-20 10:00:00",81,21,2,3
487,83.00,"2024-09-20 10:00:00",81,21,3,1
488,88.00,"2024-09-20 10:00:00",81,21,3,2
489,64.00,"2024-09-20 10:00:00",81,21,3,3
490,90.00,"2024-09-20 10:00:00",81,27,4,1
491,66.00,"2024-09-20 10:00:00",81,27,4,2
492,71.00,"2024-09-20 10:00:00",81,27,4,3
493,84.00,"2024-09-20 10:00:00",82,21,1,1
494,89.00,"2024-09-20 10:00:00",82,21,1,2
495,94.00,"2024-09-20 10:00:00",82,21,1,3
496,91.00,"2024-09-20 10:00:00",82,21,2,1
497,66.00,"2024-09-20 10:00:00",82,21,2,2
